level MATVEC(SIGMA) VECMAT(SIGMA) COMM(SIGMA) NORM(SIGMA) p d-max comm-max comp-max allgather-max allreduce-max reducescatter-max gram-max mm-max nnls-max
8 0.000183 0.000160 0.000036 0.000426 1 0.654215 0.0183021 0.390742 0.0136697 0.00195197 0.00268044 0.00690791 0.0296421 0.354192
8 0.000217 0.000189 0.000038 0.000544 1 0.660554 0.0181209 0.40774 0.0135071 0.00173353 0.00288028 0.00744693 0.0370333 0.363259
7 0.000490 0.000356 0.000055 0.001162 1 0.986768 0.00760495 0.791435 0.00270747 0.000970416 0.00392706 0.00326637 0.0776384 0.71053
7 0.000716 0.000481 0.000065 0.001553 1 0.985915 0.00830191 0.790113 0.0027502 0.000939957 0.00461175 0.00345265 0.110064 0.676596
8 0.000105 0.000109 0.000031 0.000243 1 0.658099 0.0165275 0.449672 0.0130713 0.00174708 0.00170916 0.00465614 0.204339 0.240678
8 0.000138 0.000134 0.000032 0.000313 1 0.946564 0.0219162 0.66785 0.0174408 0.00231348 0.00216194 0.00711753 0.358419 0.302314
7 0.001192 0.000774 0.000090 0.002517 1 0.992994 0.0100409 0.786054 0.00287701 0.000949303 0.00621463 0.00403202 0.187488 0.594534
7 0.001205 0.000797 0.000088 0.002457 1 0.992632 0.00992528 0.787791 0.00287057 0.000944293 0.00611041 0.00401777 0.181023 0.60275
6 0.001268 0.000791 0.000090 0.002559 1 0.992984 0.0101156 0.786725 0.00288052 0.000949406 0.00628571 0.00408171 0.188971 0.593672
6 0.001481 0.000909 0.000098 0.002839 1 0.992159 0.0106411 0.780395 0.00296253 0.00095444 0.00672409 0.00423143 0.209694 0.566469
6 0.002476 0.001507 0.000140 0.004479 1 0.996971 0.0136109 0.763848 0.00316796 0.000953419 0.00948953 0.0052836 0.341732 0.416832
6 0.003061 0.001854 0.000159 0.005218 1 1.16315 0.0148999 0.925032 0.00324592 0.000957085 0.0106969 0.00579658 0.402341 0.516895
7 0.000809 0.000527 0.000069 0.001725 1 0.984869 0.00855237 0.787154 0.00274758 0.000945363 0.00485943 0.0035573 0.121337 0.662259
7 0.001142 0.000696 0.000082 0.002593 1 0.993416 0.00949681 0.791293 0.00281518 0.000945098 0.00573653 0.00386256 0.161676 0.625754
6 0.001645 0.001030 0.000110 0.003245 1 0.992963 0.0112895 0.778292 0.00294185 0.000946559 0.00740108 0.00451655 0.243964 0.529812
6 0.001775 0.001129 0.000113 0.003450 1 0.989934 0.0117012 0.772966 0.00297708 0.000940495 0.00778367 0.00464242 0.261495 0.506828
7 0.000580 0.000424 0.000058 0.001371 1 0.986853 0.00795252 0.79242 0.00272288 0.000966133 0.00426351 0.00334871 0.093002 0.696069
7 0.000666 0.000443 0.000061 0.001593 1 0.986435 0.00812965 0.791464 0.00273722 0.000955572 0.00443686 0.00341773 0.100838 0.687208
7 0.000525 0.000391 0.000058 0.001245 1 0.986374 0.0077711 0.790749 0.00270493 0.000980185 0.00408598 0.00328479 0.0844418 0.703022
7 0.000546 0.000376 0.000057 0.001237 1 0.986411 0.00775067 0.791543 0.00270333 0.000978656 0.00406869 0.00329454 0.0830342 0.705214
0 0.000000 0.000000 0.000000 0.000000 10 4.0043 0.458159 3.29717 0.20847 0.0109953 0.238694 0.0274211 2.42319 0.846792
1 0.012680 0.013482 0.003521 0.008644 10 1.87823 0.250372 1.50994 0.129388 0.00947668 0.111507 0.0104294 1.10709 0.392567
1 0.014799 0.016059 0.004088 0.010655 10 2.25688 0.288288 1.8249 0.152396 0.0103277 0.125564 0.0187192 1.33557 0.470769
2 0.010188 0.010500 0.002627 0.006575 10 1.42385 0.19465 1.14399 0.0993305 0.00909175 0.0862273 0.0161518 0.832674 0.295457
2 0.006215 0.006177 0.001531 0.004074 10 0.884967 0.129769 0.698695 0.0620423 0.00774621 0.0599805 0.00854243 0.505391 0.184976
3 0.003025 0.002812 0.000868 0.002416 10 0.521171 0.0862626 0.400596 0.0352745 0.00743814 0.0437661 0.00720665 0.287445 0.105968
3 0.001696 0.001575 0.000612 0.001607 10 0.370046 0.058029 0.28531 0.0198066 0.00737703 0.0308454 0.00436701 0.203811 0.0774124
2 0.006718 0.007037 0.001705 0.004763 10 0.987935 0.14108 0.784558 0.0678992 0.00774815 0.065436 0.0116034 0.568169 0.206335
2 0.006662 0.006568 0.001601 0.004079 10 0.893179 0.11421 0.719973 0.0496124 0.00777026 0.0569941 0.00913645 0.522351 0.18884
3 0.002901 0.002644 0.000842 0.002219 10 0.482897 0.0669851 0.38246 0.0254676 0.0075563 0.0341192 0.00507895 0.276397 0.101088
3 0.002968 0.002623 0.000813 0.002310 10 0.490919 0.0757381 0.381407 0.0339049 0.00752999 0.0344407 0.00614629 0.274498 0.101043
3 0.004535 0.004935 0.001255 0.003439 10 0.728448 0.105068 0.576201 0.0430696 0.00775985 0.0542382 0.00687416 0.420471 0.148916
3 0.005511 0.004647 0.001159 0.003323 10 0.700827 0.100736 0.554413 0.0416848 0.00748555 0.0517594 0.00732325 0.401743 0.145425
4 0.000352 0.000341 0.000222 0.000598 10 0.136393 0.0333212 0.0881338 0.00735187 0.00721924 0.0187547 0.00232178 0.0595682 0.0262438
4 0.001012 0.000805 0.000419 0.001189 10 0.25289 0.0422849 0.189697 0.0117742 0.00744976 0.0230609 0.00335376 0.134835 0.051627
3 0.003125 0.002887 0.000878 0.002467 10 0.508154 0.0694988 0.403174 0.0262076 0.0076433 0.0358927 0.007249 0.289844 0.106636
3 0.002275 0.001952 0.000714 0.002003 10 0.405373 0.0619978 0.314948 0.0209824 0.0074936 0.0335219 0.00533312 0.224803 0.0848608
5 0.000139 0.000104 0.000077 0.000157 10 0.0617488 0.0209073 0.0297625 0.00494622 0.00702788 0.00900632 0.00186712 0.0184508 0.00948349
5 0.000332 0.000236 0.000167 0.000451 10 0.104705 0.028008 0.0633319 0.00630582 0.00711074 0.0145945 0.00200235 0.041985 0.0194001
4 0.000655 0.000479 0.000306 0.000733 10 0.182714 0.0396574 0.125922 0.00869693 0.0072145 0.0237459 0.00259489 0.0867521 0.036709
4 0.001375 0.001220 0.000542 0.001397 10 0.320674 0.0489039 0.247416 0.0140095 0.00738333 0.027511 0.00508901 0.175499 0.0670162
4 0.001006 0.000863 0.000446 0.001284 10 0.258744 0.0423306 0.19525 0.0115714 0.00740447 0.0233548 0.00359665 0.137214 0.0545459
4 0.002662 0.002502 0.000795 0.002316 10 0.478413 0.0743388 0.371351 0.0332161 0.00750766 0.0337689 0.00507617 0.267075 0.0992696
5 0.000389 0.000313 0.000216 0.000508 10 0.128079 0.0317027 0.0818127 0.00704868 0.00723034 0.0174373 0.00217179 0.0549222 0.0247758
5 0.000417 0.000369 0.000236 0.000658 10 0.151625 0.0353212 0.100783 0.00776641 0.00727646 0.0202783 0.00268689 0.068113 0.0300079
4 0.001177 0.000831 0.000484 0.001246 10 0.260069 0.0427439 0.196052 0.0117296 0.00744551 0.0235688 0.00346253 0.138882 0.0538595
4 0.001106 0.000851 0.000441 0.001215 10 0.258375 0.0425728 0.193807 0.0116532 0.0074233 0.0234963 0.00255601 0.137728 0.0535233
4 0.001142 0.001033 0.000489 0.001484 10 0.293542 0.0460013 0.224532 0.0130504 0.00742156 0.0255875 0.00394811 0.159235 0.061542
4 0.001045 0.000770 0.000395 0.001161 10 0.23353 0.0397775 0.174064 0.0109719 0.00738557 0.0214201 0.0038153 0.122108 0.0481406
6 0.000197 0.000149 0.000107 0.000233 10 0.0769481 0.0234043 0.0414897 0.00543411 0.00709482 0.0109207 0.00203929 0.0263083 0.0131659
6 0.000112 0.000094 0.000074 0.000147 10 0.0598946 0.0203809 0.0285239 0.00484808 0.0069679 0.00863946 0.00154622 0.0175747 0.00946379
6 0.000040 0.000033 0.000041 0.000060 10 0.0420797 0.0173114 0.0149674 0.0040967 0.00688158 0.00642992 0.00145689 0.00818342 0.00537633
6 0.000075 0.000066 0.000058 0.000126 10 0.0505455 0.0187469 0.021275 0.0044287 0.00696294 0.00744602 0.00166286 0.0124414 0.00722521
4 0.000816 0.000620 0.000354 0.000902 10 0.215876 0.0379585 0.15902 0.0102728 0.00743287 0.0202528 0.00311719 0.111247 0.0446561
4 0.000816 0.000632 0.000380 0.000997 10 0.208722 0.0369136 0.153205 0.0100945 0.00737633 0.0194471 0.00295834 0.107573 0.0426839
5 0.000353 0.000329 0.000207 0.000549 10 0.127725 0.0316855 0.0814032 0.00710647 0.00716155 0.0174372 0.00262129 0.0542049 0.02465
5 0.000180 0.000156 0.000115 0.000252 10 0.0795658 0.0240507 0.0434214 0.00553259 0.00712358 0.011425 0.00204776 0.028051 0.0134126
4 0.001165 0.000847 0.000445 0.001273 10 0.271375 0.0442396 0.205611 0.0127141 0.0073327 0.0241928 0.00465734 0.145276 0.0556779
4 0.000886 0.000764 0.000401 0.001062 10 0.233282 0.0397459 0.173607 0.0109347 0.00740705 0.0214041 0.0038464 0.122815 0.0471635
5 0.000480 0.000353 0.000232 0.000525 10 0.134971 0.0328389 0.0872303 0.00721413 0.00721156 0.0184132 0.00230004 0.0592443 0.0257522
5 0.000495 0.000375 0.000238 0.000620 10 0.150179 0.0348846 0.0998419 0.00779128 0.00718615 0.0199138 0.00230776 0.0680045 0.0295297
4 0.001445 0.001053 0.000503 0.001371 10 0.294372 0.04676 0.224565 0.0130501 0.00739195 0.0263179 0.00358309 0.160399 0.0607253
4 0.002385 0.001938 0.000672 0.001958 10 0.402885 0.0621445 0.310806 0.0213405 0.00733625 0.0334677 0.00386122 0.223579 0.083371
5 0.000490 0.000390 0.000245 0.000657 10 0.149931 0.0348707 0.0993407 0.00776805 0.00724211 0.019862 0.00283842 0.067287 0.0292564
5 0.000469 0.000336 0.000216 0.000519 10 0.133575 0.0327974 0.0859439 0.00724452 0.00723258 0.0183228 0.00252901 0.0576633 0.0257723
5 0.000627 0.000565 0.000325 0.000819 10 0.196966 0.035683 0.143183 0.00990036 0.00735133 0.0184443 0.00281981 0.100077 0.0403878
5 0.000558 0.000393 0.000235 0.000658 10 0.147068 0.034717 0.0969418 0.00771474 0.00721473 0.0197875 0.00237557 0.0662517 0.0283475
5 0.000419 0.000321 0.000211 0.000485 10 0.126656 0.0316087 0.0806652 0.00710494 0.00720348 0.0173065 0.0024057 0.0542332 0.0240264
5 0.000527 0.000403 0.000255 0.000662 10 0.157075 0.0361321 0.105069 0.00806503 0.00720406 0.0208631 0.00242369 0.0721322 0.0305527
6 0.000180 0.000130 0.000097 0.000246 10 0.0699918 0.0224593 0.0361063 0.00528663 0.00697439 0.0102808 0.00166143 0.0230426 0.0114037
6 0.000264 0.000187 0.000136 0.000311 10 0.0874347 0.0250481 0.0499534 0.00579987 0.00704813 0.0122077 0.00182579 0.0328184 0.0153092
5 0.000887 0.000620 0.000375 0.001042 10 0.217594 0.0379762 0.160475 0.0105506 0.00745925 0.0199678 0.00330374 0.113232 0.0440014
5 0.001041 0.000914 0.000445 0.001356 10 0.270681 0.0439936 0.204975 0.0125194 0.00742217 0.0240685 0.00358312 0.145267 0.0561261
7 0.000025 0.000022 0.000034 0.000048 10 0.0378771 0.0166765 0.0115301 0.00400031 0.00688283 0.00592382 0.00142896 0.00569932 0.00448283
7 0.000020 0.000015 0.000026 0.000029 10 0.0345943 0.0161336 0.00916892 0.00393208 0.0068212 0.00550164 0.00134444 0.00420912 0.00365469
5 0.000360 0.000273 0.000188 0.000424 10 0.113153 0.0293922 0.0699793 0.00660643 0.00719335 0.0155924 0.00207424 0.0466924 0.0212127
5 0.000691 0.000577 0.000337 0.000948 10 0.204566 0.0364567 0.148826 0.00999361 0.0073656 0.019121 0.002286 0.105174 0.0414331
5 0.000489 0.000357 0.000231 0.000619 10 0.139962 0.033575 0.0911063 0.00751779 0.00720461 0.0188761 0.00223166 0.0619256 0.0269651
5 0.000432 0.000277 0.000187 0.000470 10 0.117655 0.0300699 0.0735947 0.0067655 0.00720431 0.0161011 0.00213114 0.0495374 0.0219705
6 0.000078 0.000073 0.000062 0.000130 10 0.0522718 0.0191276 0.0226409 0.00453618 0.00700991 0.0076744 0.0015939 0.0133175 0.00774846
6 0.000106 0.000093 0.000071 0.000150 10 0.0594483 0.0204162 0.0280953 0.00481459 0.00697305 0.0087005 0.00158706 0.0172264 0.0093405
5 0.000398 0.000284 0.000189 0.000413 10 0.111913 0.0292199 0.0687457 0.00657452 0.00717642 0.0154972 0.00204177 0.04595 0.0208538
5 0.000411 0.000290 0.000195 0.000464 10 0.122216 0.0309047 0.0771335 0.00689742 0.00722145 0.0168168 0.00252547 0.0516311 0.0229769
5 0.000464 0.000323 0.000214 0.000495 10 0.129807 0.0319042 0.0833044 0.00713984 0.00718303 0.0175846 0.00216433 0.0560434 0.0250966
5 0.000301 0.000257 0.000175 0.000475 10 0.110832 0.0291361 0.0677656 0.00664795 0.00721593 0.0153207 0.00198352 0.0449051 0.0208769
6 0.000197 0.000151 0.000110 0.000295 10 0.0770438 0.0233936 0.0416465 0.00542772 0.00701491 0.0110214 0.00177465 0.0264352 0.0134861
6 0.000189 0.000159 0.000114 0.000264 10 0.0806713 0.0239528 0.044562 0.00553389 0.00701335 0.0114542 0.00176194 0.0288287 0.0139718
7 0.000068 0.000061 0.000053 0.000113 10 0.0488437 0.0184799 0.019979 0.00433313 0.00697581 0.00726213 0.00147094 0.0117101 0.00683861
7 0.000035 0.000031 0.000040 0.000063 10 0.0413984 0.0172129 0.0143833 0.00411513 0.00688075 0.00632714 0.00141432 0.00777453 0.00522591
5 0.000445 0.000446 0.000275 0.000668 10 0.166389 0.0375706 0.112477 0.00827914 0.00719202 0.0221146 0.00274019 0.0780062 0.0318166
5 0.000570 0.000390 0.000238 0.000707 10 0.163457 0.0360418 0.111569 0.00782356 0.00735515 0.0208697 0.00256863 0.0755117 0.0334914
6 0.000225 0.000174 0.000123 0.000308 10 0.0888437 0.0246225 0.0517833 0.00561731 0.0071758 0.0118992 0.00185693 0.033529 0.0164354
6 0.000309 0.000228 0.000160 0.000368 10 0.102748 0.0268985 0.0627209 0.00611479 0.00715091 0.0137034 0.00189469 0.0410342 0.019792
5 0.000589 0.000392 0.000243 0.000584 10 0.14795 0.0346311 0.0972208 0.00761792 0.00727452 0.0197387 0.00188824 0.0662628 0.029085
5 0.000419 0.000362 0.000231 0.000640 10 0.143652 0.0342328 0.0941954 0.00755707 0.00720346 0.0194827 0.00226283 0.0634194 0.0285132
7 0.000044 0.000046 0.000050 0.000077 10 0.0455355 0.0179352 0.0175704 0.0041637 0.00701896 0.00686206 0.00153555 0.00980687 0.00623669
7 0.000094 0.000083 0.000065 0.000128 10 0.0558749 0.019797 0.0253665 0.00472284 0.00703323 0.00812404 0.00161273 0.0154563 0.00843034
5 0.000412 0.000341 0.000216 0.000537 10 0.127247 0.0315406 0.081233 0.00703189 0.00721476 0.0173008 0.0021683 0.0541375 0.0249321
5 0.000425 0.000304 0.000209 0.000500 10 0.129254 0.0319308 0.0824795 0.00709311 0.00717771 0.017662 0.00202087 0.0557671 0.0247083
6 0.000275 0.000218 0.000153 0.000321 10 0.0943367 0.026329 0.055155 0.00606824 0.00710242 0.0131996 0.0022303 0.0359098 0.0170669
6 0.000218 0.000173 0.000125 0.000275 10 0.0842569 0.0245217 0.0473923 0.00572907 0.00700667 0.0118333 0.00181032 0.0306518 0.0149717
7 0.000100 0.000084 0.000069 0.000127 10 0.0556142 0.0197192 0.0251859 0.00464174 0.00703168 0.00812561 0.00168618 0.0152175 0.00831825
7 0.000082 0.000071 0.000059 0.000109 10 0.05214 0.0191486 0.0224742 0.00453235 0.00699432 0.00770999 0.00159286 0.013379 0.00752627
6 0.000244 0.000184 0.000125 0.000283 10 0.0849852 0.024678 0.0480428 0.00573582 0.00704841 0.0119592 0.00188832 0.0314746 0.0147561
6 0.000168 0.000133 0.000102 0.000238 10 0.0727338 0.0226652 0.0384298 0.00525301 0.00700843 0.0104629 0.00171642 0.0244299 0.0123783
6 0.000229 0.000159 0.000115 0.000247 10 0.0792052 0.0237365 0.0434441 0.00547278 0.0070118 0.0112915 0.00181043 0.0277344 0.0139417
6 0.000241 0.000169 0.000119 0.000275 10 0.0841638 0.0245569 0.0470415 0.00569585 0.00705031 0.0118329 0.00160343 0.0306268 0.0148332
6 0.000216 0.000175 0.000121 0.000265 10 0.0822192 0.0242337 0.0456764 0.00562883 0.00701826 0.0116593 0.00159487 0.0297908 0.0143281
6 0.000248 0.000195 0.000147 0.000320 10 0.0926709 0.0261533 0.0539268 0.00598197 0.00701241 0.0131758 0.00188515 0.0354979 0.0165912
6 0.000170 0.000162 0.000113 0.000247 10 0.0789839 0.0238967 0.0430662 0.00549541 0.0070509 0.0113808 0.00173963 0.0280141 0.0133294
6 0.000279 0.000216 0.000157 0.000346 10 0.0984559 0.0270659 0.0581503 0.00617472 0.0070881 0.0138031 0.00189755 0.0385406 0.0178383
6 0.000341 0.000279 0.000192 0.000498 10 0.115362 0.0297428 0.071659 0.00664178 0.00721415 0.0158877 0.00206592 0.0480596 0.0215816
6 0.000252 0.000249 0.000170 0.000452 10 0.108194 0.0286036 0.0657648 0.00644481 0.00715663 0.0150022 0.00204419 0.0437529 0.0199759
6 0.000207 0.000165 0.000116 0.000255 10 0.080296 0.0240928 0.0442294 0.00561294 0.00701721 0.0115215 0.00175041 0.0287979 0.0136968
6 0.000168 0.000166 0.000118 0.000342 10 0.0840458 0.0246321 0.0471998 0.00571397 0.00707307 0.0119072 0.0018166 0.0308185 0.0146149
6 0.000191 0.000154 0.000112 0.000244 10 0.0780638 0.0235488 0.0422468 0.0054238 0.00696427 0.0111974 0.00168607 0.0271876 0.0134937
6 0.000155 0.000132 0.000097 0.000246 10 0.0719491 0.0227126 0.0376683 0.00532505 0.00696713 0.0104929 0.00170751 0.0242436 0.0118064
7 0.000126 0.000108 0.000078 0.000164 10 0.062656 0.0212045 0.0304627 0.0050278 0.00702103 0.00922261 0.00161521 0.0191886 0.00970875
7 0.000070 0.000063 0.000060 0.000097 10 0.0494189 0.0186866 0.0204617 0.00443421 0.00697253 0.00736762 0.00154142 0.0119892 0.00697907
6 0.000259 0.000213 0.000150 0.000314 10 0.0921011 0.0258756 0.0534559 0.00595719 0.00710875 0.012859 0.00223553 0.034571 0.0166737
6 0.000272 0.000190 0.000142 0.000372 10 0.0926916 0.0260384 0.0536123 0.00599329 0.00707433 0.0130069 0.00191048 0.034957 0.0167713
6 0.000366 0.000298 0.000199 0.000540 10 0.121778 0.0307352 0.0767159 0.00683185 0.00721168 0.0166957 0.00227784 0.051344 0.0231073
6 0.000400 0.000276 0.000197 0.000520 10 0.120688 0.0302344 0.0761211 0.00678414 0.00717762 0.0163093 0.00174038 0.0504521 0.0239369
7 0.000029 0.000031 0.000038 0.000055 10 0.0408142 0.0170963 0.0139132 0.00401762 0.00685274 0.00632821 0.00139627 0.00740695 0.00512795
7 0.000028 0.000027 0.000036 0.000049 10 0.0397742 0.0169573 0.0131555 0.00403164 0.00687477 0.00615428 0.00138806 0.00693708 0.00486484
6 0.000268 0.000222 0.000154 0.000338 10 0.0972989 0.0267438 0.0576121 0.00607753 0.00704257 0.0136237 0.00190242 0.038495 0.0173246
6 0.000184 0.000135 0.000099 0.000213 10 0.0722551 0.0228147 0.0378576 0.00526466 0.00703648 0.0105557 0.00179081 0.0240976 0.0119699
8 0.000018 0.000014 0.000026 0.000024 10 0.0338897 0.0159771 0.00873903 0.00386187 0.0067651 0.00545897 0.00137673 0.00389967 0.00348308
8 0.000016 0.000014 0.000023 0.000024 10 0.0337172 0.0159538 0.00849283 0.00385866 0.0067968 0.00540369 0.00136158 0.00367034 0.00347054
5 0.000944 0.000831 0.000437 0.001158 10 0.252345 0.0421036 0.189257 0.011608 0.00752509 0.0229936 0.0033797 0.133782 0.0521971
5 0.000667 0.000512 0.000283 0.000695 10 0.174398 0.0386576 0.119169 0.00848974 0.00719615 0.0229728 0.00253693 0.0820875 0.0345488
7 0.000174 0.000108 0.000083 0.000166 10 0.0634227 0.0211575 0.0311192 0.0049798 0.00698841 0.00926083 0.00160606 0.0194326 0.0101043
7 0.000130 0.000109 0.000082 0.000171 10 0.0645851 0.0212808 0.0319951 0.00497852 0.00696921 0.00939483 0.00166157 0.0199388 0.0104066
7 0.000092 0.000083 0.000068 0.000129 10 0.0560829 0.0198937 0.0254598 0.00485288 0.00700237 0.00811718 0.00149303 0.0152916 0.0087041
7 0.000070 0.000051 0.000049 0.000084 10 0.0470151 0.0181586 0.0187086 0.00427207 0.006961 0.0070249 0.00151427 0.0106994 0.00650227
6 0.000161 0.000134 0.000097 0.000230 10 0.0707864 0.0225542 0.0366464 0.00523878 0.00698568 0.0103892 0.00172128 0.0234497 0.011554
6 0.000183 0.000138 0.000101 0.000296 10 0.0741922 0.0231006 0.0392861 0.00537201 0.00712682 0.0106697 0.00190134 0.0249058 0.0124938
7 0.000135 0.000110 0.000084 0.000209 10 0.0640716 0.0213987 0.0315934 0.00502085 0.00707802 0.00936603 0.00166191 0.0198559 0.0100883
7 0.000078 0.000083 0.000067 0.000127 10 0.0556117 0.019705 0.0252212 0.00469665 0.00697986 0.00811968 0.00161476 0.0151985 0.00844377
8 0.000026 0.000009 0.000017 0.000013 10 0.0318185 0.0156671 0.00702993 0.00381975 0.0067598 0.00520379 0.00129084 0.00278312 0.00296705
8 0.000014 0.000010 0.000016 0.000015 10 0.0323876 0.015697 0.00753295 0.00384089 0.00672358 0.00524369 0.00136071 0.00302868 0.00316277
6 0.000152 0.000155 0.000110 0.000235 10 0.0766983 0.0232889 0.0414073 0.00538475 0.00694916 0.011014 0.00173869 0.0265403 0.0131463
6 0.000283 0.000221 0.000163 0.000390 10 0.104639 0.0275084 0.0635653 0.00616449 0.0071019 0.014249 0.00199547 0.0420672 0.0196511
7 0.000159 0.000096 0.000078 0.000148 10 0.0656835 0.0207242 0.0336001 0.00490333 0.00708294 0.00881323 0.00176464 0.0201344 0.0117235
7 0.000087 0.000082 0.000065 0.000143 10 0.0601035 0.0197784 0.0291436 0.00463419 0.00712521 0.00810967 0.00198106 0.0168065 0.0103648
7 0.000095 0.000078 0.000064 0.000142 10 0.0586116 0.0194938 0.0280782 0.00457927 0.00703434 0.00796578 0.00181445 0.0163513 0.00991245
7 0.000141 0.000104 0.000080 0.000163 10 0.0695628 0.0214012 0.0365847 0.00502594 0.00714364 0.00930527 0.00197346 0.0225738 0.0120374
6 0.000218 0.000164 0.000122 0.000262 10 0.0906339 0.024623 0.0532755 0.0056142 0.00718552 0.0118476 0.0021758 0.0342366 0.0168631
6 0.000150 0.000129 0.000094 0.000206 10 0.0784285 0.0228538 0.0432724 0.00526242 0.00706928 0.010571 0.00187579 0.0273525 0.0142363
7 0.000092 0.000075 0.000066 0.000110 10 0.0575808 0.0194143 0.027106 0.00456373 0.00705813 0.00788867 0.00171174 0.0156295 0.00976478
7 0.000116 0.000096 0.000076 0.000149 10 0.0662014 0.0208876 0.0339257 0.00493504 0.00711887 0.00890616 0.00172684 0.0207545 0.0114452
6 0.000140 0.000116 0.000086 0.000178 10 0.0730526 0.0217961 0.0394695 0.00506869 0.0070876 0.00970594 0.00174288 0.0248495 0.0128771
6 0.000185 0.000147 0.000106 0.000268 10 0.084651 0.0236378 0.0485978 0.00541479 0.00708445 0.0111863 0.00192078 0.0309312 0.0157458
6 0.000218 0.000190 0.000127 0.000285 10 0.0947244 0.0254223 0.056198 0.0057314 0.00711238 0.0125921 0.0018244 0.0366487 0.0179623
6 0.000173 0.000136 0.000101 0.000244 10 0.080554 0.0230758 0.0453164 0.0052936 0.00711471 0.0107181 0.00184471 0.0290191 0.0144525
7 0.000094 0.000083 0.000071 0.000150 10 0.0619601 0.0200729 0.0306021 0.00478904 0.00706275 0.00832081 0.00188366 0.0180349 0.0106836
7 0.000085 0.000073 0.000059 0.000117 10 0.0585369 0.0194407 0.0279125 0.00460523 0.00708545 0.00783633 0.00212932 0.0154465 0.010351
8 0.000033 0.000026 0.000035 0.000047 10 0.0427986 0.0170978 0.0155594 0.00403628 0.00696446 0.00620407 0.00165665 0.00739801 0.00650955
8 0.000036 0.000027 0.000035 0.000049 10 0.043367 0.0172497 0.015914 0.00405429 0.00708225 0.00622579 0.00170585 0.00745797 0.00676447
7 0.000131 0.000100 0.000077 0.000155 10 0.0682181 0.0208889 0.0356887 0.00488717 0.00716724 0.00890671 0.00188012 0.0212763 0.0125571
7 0.000109 0.000083 0.000069 0.000128 10 0.061802 0.0199281 0.0305508 0.00472879 0.00706143 0.00822489 0.00195445 0.0180159 0.0105883
7 0.000120 0.000103 0.000079 0.000164 10 0.0687012 0.0211986 0.0358198 0.00494976 0.00706821 0.00925448 0.00186396 0.0221077 0.0119695
7 0.000134 0.000102 0.000078 0.000162 10 0.069459 0.0212066 0.0366957 0.00500624 0.00704989 0.00922204 0.00191262 0.0225395 0.0122709
7 0.000107 0.000085 0.000072 0.000159 10 0.0615797 0.0202301 0.0301111 0.00471929 0.00707682 0.00852815 0.00180117 0.017589 0.0107209
7 0.000089 0.000096 0.000075 0.000149 10 0.0664532 0.0207267 0.034132 0.00477789 0.00718191 0.00885893 0.00224712 0.0203792 0.0115244
7 0.000039 0.000031 0.000039 0.000068 10 0.0452175 0.0175093 0.0173587 0.0041238 0.0070506 0.00643943 0.00172163 0.00859799 0.00705608
7 0.000034 0.000030 0.000039 0.000071 10 0.0452084 0.0174738 0.0174012 0.00412135 0.0070119 0.00645076 0.00162376 0.00870106 0.0070873
6 0.000416 0.000423 0.000265 0.000771 10 0.168218 0.0371596 0.114565 0.0080139 0.0074252 0.0217205 0.00317747 0.0760165 0.0354035
6 0.000467 0.000337 0.000218 0.000531 10 0.146681 0.033929 0.0972831 0.00737428 0.00737528 0.0191821 0.00305867 0.0639274 0.030297
7 0.000103 0.000090 0.000073 0.000136 10 0.0640146 0.0204695 0.032236 0.00481327 0.0070687 0.00866406 0.00178301 0.0192913 0.0111628
7 0.000139 0.000118 0.000089 0.000187 10 0.0748212 0.0222724 0.0404365 0.00516627 0.00705813 0.0101129 0.00171734 0.025054 0.0136652
7 0.000126 0.000107 0.000082 0.000164 10 0.0700511 0.0213457 0.0369399 0.00499552 0.00705142 0.00936681 0.00165322 0.0229434 0.0123433
7 0.000126 0.000100 0.000078 0.000161 10 0.0693298 0.0212852 0.0363655 0.00498243 0.00709323 0.00928294 0.00188521 0.0220908 0.0125259
6 0.000278 0.000197 0.000140 0.000305 10 0.0983431 0.0257909 0.0590516 0.00585884 0.0070808 0.0128682 0.00190787 0.0377517 0.0196278
6 0.000242 0.000187 0.000129 0.000302 10 0.0983237 0.0261363 0.0591603 0.00592946 0.00714461 0.0130725 0.00289766 0.0373642 0.0188984
6 0.000243 0.000175 0.000123 0.000322 10 0.0925404 0.0248917 0.0547958 0.005575 0.00715625 0.0121797 0.00236522 0.0350513 0.0174003
6 0.000215 0.000146 0.000124 0.000273 10 0.0831356 0.0235035 0.0469489 0.00536297 0.00703753 0.0111402 0.00151927 0.0293327 0.0160969
6 0.000278 0.000203 0.000152 0.000361 10 0.101245 0.0264728 0.0614714 0.00592388 0.00716573 0.0133882 0.0018843 0.0397494 0.0198378
6 0.000276 0.000213 0.000153 0.000405 10 0.107942 0.027691 0.0662481 0.0061627 0.00716975 0.0143585 0.00195565 0.042812 0.0217162
7 0.000169 0.000149 0.000108 0.000234 10 0.0848289 0.0236192 0.0487453 0.00537457 0.0072064 0.0110716 0.0025622 0.0307043 0.0154788
7 0.000179 0.000147 0.000105 0.000234 10 0.0837035 0.0235876 0.0476619 0.00540682 0.0070857 0.0111387 0.00198754 0.0303423 0.0153321
7 0.000052 0.000048 0.000051 0.000080 10 0.0504075 0.0181714 0.0216297 0.00424125 0.00705078 0.00697877 0.0017335 0.011571 0.00833879
